finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6,race_id
10,2,JOLLY GENE,T146,M Chadwick,A S Cruz,132,1090,11,16-1/4,5,5,3,5,1.52.39,39,10,NA,2016-062
DNF,10,AMAZINGLY,N384,C Schofield,D E Ferraris,115,1187,7,-,7,8,8,10,---,51,NA,NA,2016-062
1,10,BOTH LUCKY,T196,C Y Ho,C Fownes,115,1116,9,-,11,11,1,NA,1.10.09,47,NA,NA,2016-063
2,2,HANG'S DECISION,T262,Z Purton,W Y So,127,1095,7,1-1/2,9,9,2,NA,1.10.32,2.7,NA,NA,2016-063
3,9,WONDERFUL JOURNEY,T402,K K Chiong,P F Yiu,111,1118,1,2-3/4,1,1,3,NA,1.10.54,4.4,NA,NA,2016-063
4,1,MOMENTUM LUCKY,V151,J Moreira,J Size,133,1123,5,3,3,3,4,NA,1.10.58,4.9,NA,NA,2016-063
5,5,THE SHOW,T256,D Whyte,C H Yip,126,1091,12,4-1/2,12,12,5,NA,1.10.81,99,NA,NA,2016-063
6,8,VICTORY FOLLOW ME,V182,K Teetan,D E Ferraris,119,1020,3,5-1/4,6,5,6,NA,1.10.94,97,NA,NA,2016-063
7,3,EXCEL ONESELF,P287,S Clipperton,Y S Tsui,121,1135,8,5-3/4,7,8,7,NA,1.11.02,81,NA,NA,2016-063
8,7,NAVAS,V362,C Schofield,R Gibson,121,1067,4,6,5,6,8,NA,1.11.04,9.8,NA,NA,2016-063
9,11,CIRCUIT KING,T324,K C Leung,A S Cruz,115,1105,2,6-1/2,2,2,9,NA,1.11.14,12,NA,NA,2016-063
10,12,MISSION POSSIBLE,V043,T H So,C S Shum,115,984,6,6-1/2,8,7,10,NA,1.11.14,15,NA,NA,2016-063
11,6,RAINBOW FIGHTER,N193,O Doleuze,D Cruz,122,1075,11,7-3/4,10,10,11,NA,1.11.33,99,NA,NA,2016-063
12,4,EXTREMELY FUN,T024,N Callan,L Ho,126,1189,10,10-1/2,4,4,12,NA,1.11.76,9.7,NA,NA,2016-063
WV,NA,ALL GREAT FRIENDS,S279,H W Lai,K L Man,126,1058,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-063
1,5,SICHUAN DAR,T375,C Y Ho,C Fownes,120,986,4,-,8,6,6,1,1.40.46,4.4,NA,NA,2016-064
2,8,DYNAMISM,T188,J Moreira,D E Ferraris,120,1161,1,1/2,5,3,2,2,1.40.55,2.9,NA,NA,2016-064
3,4,SUPER LIFELINE,P158,K Teetan,A T Millard,126,1055,6,3-1/4,4,5,5,3,1.41.00,26,NA,NA,2016-064
4,7,PHOTON WILLIE,S199,O Doleuze,P O'Sullivan,121,1118,12,4-1/4,11,9,9,4,1.41.15,31,NA,NA,2016-064
5,2,AMBITIOUS CHAMPION,S083,C Schofield,R Gibson,130,1088,11,4-3/4,12,12,12,5,1.41.23,43,NA,NA,2016-064
6,1,BASIC TRILOGY,V133,S Clipperton,J Moore,133,1202,7,5-1/2,1,1,1,6,1.41.33,33,NA,NA,2016-064
7,6,SPEEDY LONGWAH,S242,N Callan,C S Shum,122,1138,5,5-3/4,6,8,8,7,1.41.38,5.8,NA,NA,2016-064
8,12,ISHVARA,S015,H N Wong,T P Yung,108,1056,3,5-3/4,9,11,11,8,1.41.39,13,NA,NA,2016-064
9,10,TRAVEL FIRST,T098,K K Chiong,C H Yip,111,1190,2,6-1/4,2,2,3,9,1.41.45,22,NA,NA,2016-064
10,3,DIVINE BOY,T163,H W Lai,Y S Tsui,129,1072,9,6-3/4,7,7,7,10,1.41.55,41,NA,NA,2016-064
11,11,MAJESTIC ANTHEM,P238,D Whyte,D J Hall,117,1080,8,7,10,10,10,11,1.41.59,35,NA,NA,2016-064
12,9,MAGICAL BEAUTY,T342,Z Purton,A S Cruz,120,1136,10,10-3/4,3,4,4,12,1.42.17,5.6,NA,NA,2016-064
1,2,GOOD METHOD,S218,J Moreira,C S Shum,133,1033,12,-,1,1,1,1,1.22.22,2.1,NA,NA,2016-065
2,7,POLYMER LUCK,T326,C Y Ho,K W Lui,130,1057,11,2,10,10,10,2,1.22.52,11,NA,NA,2016-065
3,3,AMBITIOUS SPEEDY,T063,H W Lai,A Lee,132,1167,9,2-1/4,8,7,7,3,1.22.59,18,NA,NA,2016-065
4,9,SHOW MISSION,T436,K C Leung,Y S Tsui,127,1073,1,3-3/4,4,6,6,4,1.22.84,72,NA,NA,2016-065
5,12,FANTASTICLIFE,S320,O Doleuze,C Fownes,124,1108,7,4-1/4,9,8,8,5,1.22.89,6.3,NA,NA,2016-065
6,8,CONSISTENT,T045,Z Purton,T P Yung,129,955,2,4-1/4,2,3,3,6,1.22.89,12,NA,NA,2016-065
7,13,BLISS CARTEL,S202,C Schofield,D E Ferraris,115,1069,6,4-1/2,6,5,5,7,1.22.94,12,NA,NA,2016-065
8,4,BRILLIANT MONKEYS,S283,N Callan,C W Chang,132,1134,5,5,5,4,4,8,1.23.02,9.6,NA,NA,2016-065
9,6,MUTUAL JOY,T282,T H So,L Ho,130,1051,8,5,13,12,12,9,1.23.02,42,NA,NA,2016-065
10,1,ATOMIC BLAST,T203,K Teetan,A T Millard,133,1013,3,5-1/2,7,9,9,10,1.23.10,13,NA,NA,2016-065
11,5,GARLIC YEAH,V039,D Whyte,C H Yip,132,997,14,6,14,14,14,11,1.23.17,61,NA,NA,2016-065
12,11,HAPPY CENTURY,T042,H N Wong,D Cruz,119,1099,10,6-3/4,11,11,11,12,1.23.29,56,NA,NA,2016-065
13,14,BERNARD'S CHOICE,N156,K C Ng,T K Ng,108,1045,13,7-3/4,12,13,13,13,1.23.46,93,NA,NA,2016-065
14,10,MAJOR CONNECTION,V067,O Bosson,D J Hall,127,1087,4,9-3/4,3,2,2,14,1.23.78,82,NA,NA,2016-065
1,11,JOYFUL TRINITY,V110,J Moreira,J Moore,115,1156,7,-,7,8,7,1,1.21.11,2.1,NA,NA,2016-074
2,2,BEAUTY ONLY,S411,Z Purton,A S Cruz,132,1149,9,1-1/4,12,10,9,2,1.21.32,9.2,NA,NA,2016-074
3,4,BEAUTY FLAME,S117,M Chadwick,A S Cruz,129,1191,10,1-1/2,2,2,1,3,1.21.37,26,NA,NA,2016-074
4,10,ROMANTIC TOUCH,S393,C Y Ho,A S Cruz,113,1149,8,1-3/4,6,7,8,4,1.21.38,14,NA,NA,2016-074
5,1,CONTENTMENT,S391,B Prebble,J Size,133,1143,2,1-3/4,3,3,3,5,1.21.41,5.1,NA,NA,2016-074
6,7,HORSE OF FORTUNE,T118,K K Chiong,A T Millard,119,1073,6,2-1/2,4,4,4,6,1.21.51,93,NA,NA,2016-074
7,8,DASHING FELLOW,S284,K C Leung,J Moore,118,1184,3,2-3/4,1,1,2,7,1.21.55,30,NA,NA,2016-074
8,6,SECRET WEAPON,S217,D Whyte,C H Yip,123,1162,4,3-3/4,10,11,11,8,1.21.70,28,NA,NA,2016-074
9,5,PACKING PINS,S386,C Schofield,P F Yiu,129,1181,11,4,9,9,10,9,1.21.74,9.5,NA,NA,2016-074
10,3,HELENE PARAGON,V167,S Clipperton,J Moore,131,1085,1,4-1/2,8,5,5,10,1.21.82,7.9,NA,NA,2016-074
11,9,HELENE SUPER STAR,S152,K C Ng,A S Cruz,114,1208,12,8-1/2,11,12,12,11,1.22.46,99,NA,NA,2016-074
12,12,BRILLIANT SHINE,S099,T H So,C H Yip,113,1086,5,9,5,6,6,12,1.22.56,99,NA,NA,2016-074
1,10,TURF SPRINT,T396,S Clipperton,W Y So,120,1124,11,-,11,10,1,NA,1.08.56,51,NA,NA,2016-075
2,3,MR BOGART,V253,C Schofield,J Moore,127,1258,10,1-1/4,9,9,2,NA,1.08.75,2.5,NA,NA,2016-075
3,5,EROICO,T009,J Moreira,J Size,124,1134,6,2,6,5,3,NA,1.08.87,7.9,NA,NA,2016-075
4,2,LINE SEEKER,S269,Z Purton,P O'Sullivan,127,1106,5,2,7,7,4,NA,1.08.90,4.5,NA,NA,2016-075
5,1,KEY WITNESS,S212,M Chadwick,A S Cruz,133,1193,4,3,13,13,5,NA,1.09.04,7.1,NA,NA,2016-075
6,9,PERPETUAL TREASURE,S191,T H So,T P Yung,118,1110,8,3-3/4,4,4,6,NA,1.09.16,99,NA,NA,2016-075
7,7,MALMSTEEN,V059,H W Lai,K L Man,122,1160,9,3-3/4,8,8,7,NA,1.09.17,22,NA,NA,2016-075
8,8,MYTHICAL EMPEROR,T419,M L Yeung,T P Yung,120,1161,7,4-1/2,3,2,8,NA,1.09.30,8.5,NA,NA,2016-075
9,14,LAND GRANT,V131,K C Leung,C S Shum,115,1137,14,5,12,12,9,NA,1.09.37,99,NA,NA,2016-075
10,12,FLYING TOURBILLON,T051,K C Ng,P F Yiu,114,1124,3,6-1/4,5,6,10,NA,1.09.57,40,NA,NA,2016-075
11,13,GO BABY GO,N033,K K Chiong,C H Yip,111,1102,13,7,1,1,11,NA,1.09.67,45,NA,NA,2016-075
12,4,GONNA RUN,T094,C Y Ho,C Fownes,123,1053,12,7-3/4,14,14,12,NA,1.09.82,99,NA,NA,2016-075
13,6,ALMABABY,V057,H N Wong,Y S Tsui,116,1137,2,9,2,3,13,NA,1.10.01,17,NA,NA,2016-075
14,11,DISCIPLES TWELVE,P018,K Teetan,C Fownes,119,1107,1,10-1/4,10,11,14,NA,1.10.21,66,NA,NA,2016-075
1,1,UNIQUE HAPPIEST,S245,K K Chiong,K W Lui,126,1117,4,-,2,1,1,1,1.47.60,3.7,1,NA,2016-066
2,5,AZTEC EMPIRE,T064,O Doleuze,W Y So,123,1146,2,NOSE,1,4,3,2,1.47.61,9.5,2,NA,2016-066
3,8,BLAZING PASS,T108,D Whyte,A S Cruz,117,1053,10,3-1/2,9,9,9,9,1.48.18,5.2,3,NA,2016-066
4,6,KING BOUNTIFUL,T105,J Moreira,J Size,122,1121,8,3-1/2,8,7,8,7,1.48.18,4.1,4,NA,2016-066
5,10,CASA MASTER,T160,C Schofield,C S Shum,116,1168,6,3-3/4,6,8,7,8,1.48.21,25,5,NA,2016-066
6,3,PO CHING TREASURE,S388,M Chadwick,P F Yiu,131,1077,3,4-1/4,4,3,4,4,1.48.27,10,6,NA,2016-066
7,2,ELECTRONIC PHOENIX,S343,K Teetan,T P Yung,131,1173,5,4-1/4,10,10,10,10,1.48.30,5,7,NA,2016-066
8,7,MAC ROW,N252,K C Leung,A Lee,116,1022,7,5-1/4,7,6,6,5,1.48.42,36,8,NA,2016-066
9,9,MISTRAL,T386,H W Lai,A T Millard,117,1111,1,8-3/4,3,5,5,6,1.49.00,99,9,NA,2016-066
10,4,LIGHTNING AND GOLD,P354,N Callan,C H Yip,125,1048,9,13-1/4,5,2,2,3,1.49.71,35,10,NA,2016-066
1,9,KING'S MAN,V156,N Callan,P F Yiu,124,1101,4,-,9,8,7,1,1.21.77,32,NA,NA,2016-067
2,12,COOL AND NEAT,V087,B Prebble,D J Hall,122,1197,11,1-1/4,10,11,9,2,1.21.94,8,NA,NA,2016-067
3,13,WORLD RECORD,V040,K Teetan,A T Millard,122,1031,13,2-3/4,14,14,14,3,1.22.17,11,NA,NA,2016-067
4,4,DRAGON WARRIOR,V202,J Moreira,W Y So,128,1175,7,3,2,4,3,4,1.22.24,2.3,NA,NA,2016-067
5,7,UNIQUE JOYFUL,S241,H W Lai,A Lee,126,1151,3,3-1/2,4,3,2,5,1.22.34,9.3,NA,NA,2016-067
6,1,HIGH VOLATILITY,V081,M L Yeung,K W Lui,129,1153,12,3-3/4,12,10,5,6,1.22.38,9.4,NA,NA,2016-067
7,5,GO BEAUTY GO,V316,Z Purton,J Moore,128,1165,5,5,5,5,8,7,1.22.58,7.2,NA,NA,2016-067
8,2,LONDON CITY,T080,K K Chiong,K L Man,123,1142,1,5-1/2,1,1,1,8,1.22.65,13,NA,NA,2016-067
9,6,GORGEOUS AGAIN,V326,C Schofield,C S Shum,126,1056,10,6,13,13,11,9,1.22.71,63,NA,NA,2016-067
10,10,RED HORSE,V334,H N Wong,C H Yip,117,1149,2,6-1/2,8,7,4,10,1.22.79,99,NA,NA,2016-067
11,3,DARING FIT,V398,M Chadwick,A S Cruz,128,1221,8,7-1/4,7,9,10,11,1.22.92,16,NA,NA,2016-067
12,14,WINNING STAR,T221,T H So,L Ho,116,1007,9,17-1/2,11,12,13,12,1.24.57,99,NA,NA,2016-067
13,8,AEROLUMINANCE,V213,K C Leung,P O'Sullivan,122,1215,14,20-1/2,3,2,6,13,1.25.05,41,NA,NA,2016-067
14,11,GREENERY FORTUNE,T332,K C Ng,D Cruz,118,1170,6,25,6,6,12,14,1.25.77,99,NA,NA,2016-067
WV,NA,G-ONE UNION,V276,---,T P Yung,128,-,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-067
1,8,CHEERFUL BOY,V019,H N Wong,C S Shum,111,1084,10,-,1,1,1,1,1.34.86,19,NA,NA,2016-068
2,5,CALIFORNIA JOY,T406,J Moreira,A S Cruz,128,1180,2,2-1/2,4,5,5,2,1.35.27,2.1,NA,NA,2016-068
3,1,MARVEL HERO,T311,O Doleuze,C Fownes,133,975,6,3-3/4,9,9,7,3,1.35.48,7,NA,NA,2016-068
4,9,KITAYA,S187,H W Lai,Y S Tsui,118,1058,7,5-1/4,2,2,2,4,1.35.71,99,NA,NA,2016-068
5,7,HOLMES LEGEND,N375,C Schofield,W Y So,119,1054,4,5-1/2,6,7,6,5,1.35.74,13,NA,NA,2016-068
6,3,BEAUTY PRINCE,T411,Z Purton,J Moore,131,1280,3,6,3,4,3,6,1.35.82,3.2,NA,NA,2016-068
7,4,INDUSTRIALIST WAY,S023,K K Chiong,C H Yip,122,1199,1,6-3/4,5,6,8,7,1.35.94,20,NA,NA,2016-068
8,10,LUCKY SEVEN STARS,V263,K Teetan,P F Yiu,118,1072,5,7-1/2,8,3,4,8,1.36.06,55,NA,NA,2016-068
9,6,WINNAM,P119,K C Leung,T P Yung,120,1179,9,8-1/2,10,10,9,9,1.36.23,13,NA,NA,2016-068
10,2,BALAY BALAY,V247,M Chadwick,A T Millard,131,1138,8,10-3/4,7,8,10,10,1.36.59,99,NA,NA,2016-068
1,8,SEA JADE,V307,S Clipperton,J Moore,124,1201,12,-,1,1,1,NA,1.09.62,7.4,NA,NA,2016-069
2,9,FOREVER ACCURATE,S301,Z Purton,C H Yip,121,1122,9,1-3/4,4,2,2,NA,1.09.91,17,NA,NA,2016-069
3,13,WINNING BOY,N186,C Schofield,R Gibson,116,972,8,2,11,10,3,NA,1.09.92,8.7,NA,NA,2016-069
4,3,BOSSIEE,S405,O Doleuze,D Cruz,130,1157,5,2-1/4,6,4,4,NA,1.09.99,7.4,NA,NA,2016-069
5,12,RUMINARE,V086,J Moreira,K L Man,117,1156,10,2-3/4,2,3,5,NA,1.10.05,2.9,NA,NA,2016-069
6,2,YOUNG EMPIRE,V116,B Prebble,W Y So,133,1029,1,2-3/4,5,6,6,NA,1.10.08,17,NA,NA,2016-069
7,5,OSCAR MIRACLE,P431,T H So,P F Yiu,124,1112,6,3-1/4,7,7,7,NA,1.10.15,63,NA,NA,2016-069
8,10,HAPPY WAY WINNER,V224,M L Yeung,K W Lui,119,1058,4,4-1/4,14,13,8,NA,1.10.31,63,NA,NA,2016-069
9,6,WINNINGLI,V377,K C Ng,A S Cruz,120,1047,11,5,3,5,9,NA,1.10.43,13,NA,NA,2016-069
10,14,SEASONS KING,T032,K C Leung,D J Hall,115,1045,14,5,10,11,10,NA,1.10.44,6.2,NA,NA,2016-069
11,4,FURIOUS PEGASUS,S441,O Bosson,T K Ng,126,1027,2,5-1/4,8,8,11,NA,1.10.47,25,NA,NA,2016-069
12,11,UNIQUE AWESOME,T088,H W Lai,A Lee,118,1059,3,6-1/2,12,12,12,NA,1.10.64,56,NA,NA,2016-069
13,7,EMPIRE OF MONGOLIA,V317,N Callan,C S Shum,124,1032,13,7-1/4,13,14,13,NA,1.10.78,37,NA,NA,2016-069
14,1,VICTORIUS,N423,C Y Ho,Y S Tsui,131,1120,7,8,9,9,14,NA,1.10.89,48,NA,NA,2016-069
1,5,IRON BOY,V071,J Moreira,K W Lui,122,1169,3,-,3,3,1,NA,1.09.02,2.2,NA,NA,2016-070
2,14,LUCKY GUY,T349,T H So,C H Yip,111,1198,7,1-3/4,7,6,2,NA,1.09.29,16,NA,NA,2016-070
3,12,CAREFREE LET GO,T059,M L Yeung,C S Shum,112,1060,2,2,6,4,3,NA,1.09.33,9.2,NA,NA,2016-070
4,6,ROUNDABOUT,T352,D Whyte,W Y So,121,1112,14,2-1/4,12,13,4,NA,1.09.36,4,NA,NA,2016-070
5,10,ORIONIDS,V355,H W Lai,C S Shum,118,1272,4,3-3/4,2,1,5,NA,1.09.63,36,NA,NA,2016-070
6,8,LUCKY DAY,S014,M Chadwick,A S Cruz,120,1105,11,4-1/4,5,7,6,NA,1.09.71,17,NA,NA,2016-070
7,13,LAUGH OUT LOUD,P297,H N Wong,K L Man,107,1128,9,4-1/2,11,12,7,NA,1.09.76,37,NA,NA,2016-070
8,7,ENDEARING,V338,S Clipperton,T P Yung,120,1125,6,4-3/4,4,5,8,NA,1.09.76,99,NA,NA,2016-070
9,9,STAR SUPERIOR,V255,O Doleuze,C W Chang,120,1086,13,5,13,11,9,NA,1.09.81,89,NA,NA,2016-070
10,11,LOVELY DELOVELY,S022,K C Ng,D Cruz,111,1033,10,6-3/4,10,10,10,NA,1.10.08,99,NA,NA,2016-070
11,1,GORGEOUS KING,V118,K Teetan,A T Millard,133,1150,8,7-1/2,8,9,11,NA,1.10.23,22,NA,NA,2016-070
12,3,CAPE THE FAITH,V349,C Y Ho,C Fownes,129,1085,5,8,9,8,12,NA,1.10.31,99,NA,NA,2016-070
13,4,CALL ME AWESOME,V340,K C Leung,Y S Tsui,122,1162,1,12-1/4,1,2,13,NA,1.10.99,7,NA,NA,2016-070
14,2,BEAUTY FLARE,V240,K K Chiong,A S Cruz,124,1097,12,16-1/2,14,14,14,NA,1.11.64,88,NA,NA,2016-070
1,5,NEW ASIA SUNRISE,T268,B Prebble,Y S Tsui,122,984,12,-,5,6,1,NA,1.08.99,6.1,NA,NA,2016-071
2,2,PABLOSKY,S156,S Clipperton,J Moore,132,1140,7,1/2,6,4,2,NA,1.09.05,79,NA,NA,2016-071
3,7,DUKEDOM,V372,D Whyte,C H Yip,120,1066,9,1/2,12,13,3,NA,1.09.09,22,NA,NA,2016-071
4,11,MIDNIGHT RATTLER,T371,J Moreira,J Moore,119,1146,8,1-1/4,10,9,4,NA,1.09.18,7.9,NA,NA,2016-071
5,4,CLEVER BEAVER,S352,N Callan,A S Cruz,122,1093,4,1-1/4,4,3,5,NA,1.09.20,14,NA,NA,2016-071
6,6,BACK IN BLACK,T358,Z Purton,P O'Sullivan,121,1067,13,1-1/2,13,11,6,NA,1.09.21,27,NA,NA,2016-071
7,13,BULLISH SMART,S221,M Chadwick,A S Cruz,117,1104,2,1-1/2,2,2,7,NA,1.09.21,13,NA,NA,2016-071
8,10,MARVEL TRIBE,S142,K K Chiong,K W Lui,112,1102,1,1-1/2,1,1,8,NA,1.09.23,2.7,NA,NA,2016-071
9,9,HIT THE BID,P214,K Teetan,A T Millard,119,1174,11,1-1/2,9,10,9,NA,1.09.24,41,NA,NA,2016-071
10,14,HAMMER KING,V034,K C Leung,P F Yiu,115,1197,10,2-1/4,8,8,10,NA,1.09.36,10,NA,NA,2016-071
11,8,TRAVEL DATUK,V235,M L Yeung,R Gibson,118,1093,3,3-1/4,11,12,11,NA,1.09.52,14,NA,NA,2016-071
12,3,TONYBOY,S101,C Schofield,T P Yung,124,1187,5,4-3/4,7,7,12,NA,1.09.75,16,NA,NA,2016-071
13,1,WHITE MAGIC,V111,C Y Ho,J Moore,117,1068,14,5-1/4,14,14,13,NA,1.09.84,27,NA,NA,2016-071
14,12,SMART DECLARATION,S436,H W Lai,D E Ferraris,119,1162,6,6-3/4,3,5,14,NA,1.10.05,25,NA,NA,2016-071
WV,NA,I'M IN CHARGE,S164,H N Wong,C Fownes,126,1060,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-071
1,3,AMAZING KIDS,T179,B Prebble,J Size,126,1159,2,-,5,5,1,NA,0.56.19,5.6,NA,NA,2016-072
2,5,AMBER SKY,N241,M L Yeung,P F Yiu,113,1177,3,SH,1,1,2,NA,0.56.20,4.6,NA,NA,2016-072
3,1,PENIAPHOBIA,S143,M Chadwick,A S Cruz,133,1158,6,1,2,2,3,NA,0.56.35,3.5,NA,NA,2016-072
4,6,ALL YOU WISH,P031,K Teetan,C H Yip,113,1196,1,2-1/2,7,7,4,NA,0.56.57,11,NA,NA,2016-072
5,2,NOT LISTENIN'TOME,T235,N Callan,J Moore,130,1160,7,2-3/4,3,3,5,NA,0.56.62,2.7,NA,NA,2016-072
6,7,GOLDEN HARVEST,N236,J Moreira,A T Millard,115,1184,4,3-3/4,4,4,6,NA,0.56.80,28,NA,NA,2016-072
7,4,DOMINEER,P366,O Doleuze,C Fownes,123,1212,5,7-1/2,6,6,7,NA,0.57.38,23,NA,NA,2016-072
1,2,SENSATION,S225,S Clipperton,T P Yung,128,1195,9,-,7,11,8,1,1.21.94,29,NA,NA,2016-073
2,4,VICTORY DAY,V079,M L Yeung,A Lee,124,1135,7,N,12,7,4,2,1.21.98,24,NA,NA,2016-073
3,8,MODERN TSAR,S167,D Whyte,W Y So,123,1096,5,1/2,11,12,13,3,1.22.03,68,NA,NA,2016-073
4,5,WUSHU CHAMPION,V301,Z Purton,R Gibson,126,1162,6,1/2,13,14,11,4,1.22.03,10,NA,NA,2016-073
5,9,INVINCIBLE FRESH,T190,O Bosson,P O'Sullivan,122,1022,1,3/4,5,6,7,5,1.22.09,15,NA,NA,2016-073
6,13,METALLIC STAR,N309,T H So,C H Yip,113,1005,12,1-1/2,9,5,3,6,1.22.16,59,NA,NA,2016-073
7,7,PEOPLE'S KNIGHT,T305,N Callan,J Moore,129,1157,4,2,6,10,10,7,1.22.24,15,NA,NA,2016-073
8,1,ROYAL ELITE,V300,C Y Ho,C Fownes,131,1102,13,2,14,13,14,8,1.22.25,79,NA,NA,2016-073
9,11,WAH MAY BABY,S247,K C Ng,A S Cruz,112,1139,14,2-1/4,4,1,1,9,1.22.28,58,NA,NA,2016-073
10,3,HO IN ONE,N382,K K Chiong,K W Lui,120,1177,10,2-1/4,3,4,6,10,1.22.30,29,NA,NA,2016-073
11,14,BOLD STITCH,S323,K Teetan,A T Millard,114,1108,8,3,2,3,5,11,1.22.43,10,NA,NA,2016-073
12,10,DR LISTENING,V288,J Moreira,J Size,121,1118,11,4-1/4,1,2,2,12,1.22.64,1.7,NA,NA,2016-073
13,12,POWER OF ONE,V208,C Schofield,K L Man,116,1023,2,4-1/2,8,8,9,13,1.22.65,11,NA,NA,2016-073
14,6,OUR HERO,V278,O Doleuze,C S Shum,125,1245,3,7-1/4,10,9,12,14,1.23.11,13,NA,NA,2016-073
WV,NA,BABA MAMA,V214,K C Leung,L Ho,122,1106,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-073
1,11,SWEET BEAN,S205,J Moreira,C Fownes,115,1019,3,-,5,4,4,3,1.51.59,2.8,1,NA,2016-076
2,2,MALAYAN PEARL,N416,K K Chiong,D Cruz,125,1155,2,2-1/4,2,2,2,2,1.51.97,15,2,NA,2016-076
3,1,BEST JADE TRIUMPH,P070,B Prebble,A Lee,133,1019,9,2-1/2,10,10,11,12,1.52.01,19,3,NA,2016-076
4,7,GLAMOROUS RYDER,S007,S Clipperton,P O'Sullivan,126,1059,7,2-3/4,9,8,8,8,1.52.03,20,4,NA,2016-076
5,4,FRANCE VALOUR,S408,O Bosson,T P Yung,131,1129,11,2-3/4,7,9,9,4,1.52.04,18,5,NA,2016-076
6,6,YEUNG SING,P001,K Teetan,K W Lui,131,1114,8,3-1/4,11,11,12,7,1.52.12,10,6,NA,2016-076
7,5,KERKENI,T053,Z Purton,R Gibson,131,1032,4,3-1/2,6,5,5,5,1.52.16,3.6,7,NA,2016-076
8,3,EQUITY DOCTRINE,T329,O Doleuze,C W Chang,131,1136,12,4-1/2,12,12,10,11,1.52.33,33,8,NA,2016-076
9,8,LOYAL CRAFTSMAN,S354,N Callan,D E Ferraris,121,1037,6,4-3/4,8,7,6,6,1.52.36,14,9,NA,2016-076
10,10,HOLY STAR,T068,M L Yeung,D J Hall,113,1014,5,7,3,6,7,10,1.52.73,16,10,NA,2016-076
11,12,FRESH AND FRESH,P407,T H So,L Ho,111,1071,1,7-1/2,1,1,1,1,1.52.78,16,11,NA,2016-076
12,9,ENJOY THE GAME,S062,K C Leung,P F Yiu,118,1188,10,12-1/4,4,3,3,9,1.53.56,21,12,NA,2016-076
1,10,FINE ROCK,S317,C Y Ho,C Fownes,113,1073,3,-,4,4,1,NA,1.10.80,7.5,NA,NA,2016-077
2,2,FLYING MONKEY,T361,J Moreira,W Y So,131,1075,6,1-1/4,1,1,2,NA,1.11.00,2.7,NA,NA,2016-077
3,3,AMAZING FEELING,V031,N Callan,R Gibson,129,1115,5,2-1/2,8,7,3,NA,1.11.18,3.6,NA,NA,2016-077
4,7,HAYMAKER,T054,H N Wong,K W Lui,117,1094,2,2-1/2,10,9,4,NA,1.11.21,26,NA,NA,2016-077
5,8,VICTOR EMPEROR,S425,C Schofield,C H Yip,122,1122,1,3-1/2,7,3,5,NA,1.11.34,4.9,NA,NA,2016-077
6,4,NEVER BETTER,T140,D Whyte,P O'Sullivan,128,1171,11,3-3/4,11,12,6,NA,1.11.41,13,NA,NA,2016-077
7,1,MIDNITE PROMISE,S379,O Bosson,T K Ng,133,1024,4,4-1/2,5,10,7,NA,1.11.50,90,NA,NA,2016-077
8,9,GAINFULJET,V283,M Chadwick,A S Cruz,119,1206,12,5-3/4,2,2,8,NA,1.11.73,33,NA,NA,2016-077
9,5,HAPPY BEAUTY,V375,S Clipperton,L Ho,125,1112,8,5-3/4,9,8,9,NA,1.11.74,68,NA,NA,2016-077
10,12,WORLD CITY,S019,K C Leung,T P Yung,114,1266,10,7-1/2,12,11,10,NA,1.12.00,68,NA,NA,2016-077
11,11,KIM GLORY,S087,K K Chiong,D Cruz,108,1185,9,11-1/2,6,5,11,NA,1.12.65,25,NA,NA,2016-077
12,6,GOLDEN GLORY,T076,M L Yeung,A Lee,122,1071,7,13,3,6,12,NA,1.12.88,75,NA,NA,2016-077
1,4,VERBINSKY,V052,D Whyte,A S Cruz,129,1071,5,-,5,5,1,NA,1.11.06,2.9,NA,NA,2016-078
2,5,PRESIDENTPARAMOUNT,S420,C Schofield,C S Shum,125,1175,12,1/2,8,7,2,NA,1.11.14,17,NA,NA,2016-078
3,6,DIAMOND MASTER,S397,O Bosson,P F Yiu,124,1164,3,3/4,1,1,3,NA,1.11.17,4.5,NA,NA,2016-078
4,10,ENREACHING,V291,J Moreira,J Size,115,1109,6,3,2,2,4,NA,1.11.55,21,NA,NA,2016-078
5,2,WHY WHY,P372,Z Purton,C Fownes,132,1157,1,3-3/4,6,3,5,NA,1.11.66,5,NA,NA,2016-078
6,7,GOLDEN CHOPSTICKS,P120,H W Lai,A Lee,121,1182,4,4-1/4,9,9,6,NA,1.11.74,19,NA,NA,2016-078
7,11,RADIANT STEED,V127,H N Wong,Y S Tsui,108,1151,8,5-3/4,10,10,7,NA,1.11.98,18,NA,NA,2016-078
8,8,ELITE SPIRIT,S200,B Prebble,W Y So,120,1160,9,5-3/4,12,12,8,NA,1.11.98,61,NA,NA,2016-078
9,3,STARTLING POWER,S204,S Clipperton,T K Ng,130,1060,7,6,7,8,9,NA,1.12.01,63,NA,NA,2016-078
